startup_id,industry,founding_year,macro_climate,market_size_score,competition_intensity,founder_prior_exits,prior_failures,domain_experience_years,technical_cofounder,n_cofounders,cofounder_conflict,team_completeness,age_of_founder,funding_path,total_raised_usd,monthly_burn_rate,runway_months,product_market_fit_score,did_customer_validation,premature_scaling,pivots,unit_economics_score,marketing_effectiveness,weekly_hours,years_to_outcome,failure_reason,outcome,survived_5y,failed
STP036332,agriculture,2009,6.4,9.2,6.4,2,0,0.8,0,1,4.3,6.0,44,bootstrapped,21000.0,1400.0,15.0,6.9,1,1,1,9.1,2.1,49,7.4,survived,still_operating,1,0
STP036333,tech_saas,2010,4.2,7.5,8.2,1,0,7.6,1,1,4.2,8.0,40,bootstrapped,19000.0,900.0,21.1,3.1,0,0,2,5.2,7.5,76,2.8,survived,still_operating,1,0
STP036334,marketplace,2012,8.0,4.7,3.5,1,1,9.9,0,2,5.3,6.5,29,angel,159000.0,14900.0,10.7,3.9,0,1,2,6.5,2.4,42,4.0,survived,still_operating,1,0
STP036335,tech_saas,2020,7.1,9.5,6.0,0,1,0.6,1,3,3.9,1.3,35,vc_seed,446000.0,13700.0,32.6,3.6,0,1,0,6.1,4.7,48,0.9,no_market_need,failed,0,1
STP036336,tech_saas,2016,5.6,4.6,5.4,0,1,3.7,1,1,3.2,4.7,43,bootstrapped,13000.0,800.0,16.2,5.9,0,0,3,5.5,7.3,43,2.5,no_market_need,failed,0,1
STP036337,hardware,2013,10.0,7.0,9.9,0,1,7.5,0,1,3.8,6.1,39,angel,324000.0,10800.0,30.0,2.9,0,0,2,8.4,4.5,47,1.5,no_market_need,failed,0,1
STP036338,hardware,2021,4.5,7.6,8.6,0,0,2.4,1,2,4.8,0.0,39,vc_series_a_plus,11796000.0,679700.0,17.4,4.8,0,0,0,6.5,6.2,58,2.7,no_market_need,failed,0,1
STP036339,fintech,2012,2.9,7.6,3.2,1,1,3.9,0,2,2.8,0.4,39,angel,266000.0,16400.0,16.2,5.4,0,0,2,6.7,8.6,70,1.2,team_conflict,failed,0,1
STP036340,marketplace,2014,4.0,4.5,5.9,2,0,2.9,0,2,0.8,7.4,43,bootstrapped,10000.0,500.0,20.0,6.2,1,0,0,6.0,4.3,83,6.1,survived,still_operating,1,0
STP036341,ecommerce,2014,6.8,5.7,6.3,0,0,7.7,0,1,0.0,6.1,23,bootstrapped,29000.0,2300.0,12.6,4.2,1,1,1,4.0,7.5,57,2.0,survived,still_operating,1,0
STP036342,healthtech,2008,7.4,3.8,4.8,0,2,1.9,1,1,5.7,3.3,28,vc_seed,1000000.0,250000.0,4.0,5.9,0,1,0,5.3,7.4,56,12.2,ran_out_of_cash,failed,1,1
STP036343,ecommerce,2016,6.1,4.2,4.0,1,2,3.1,0,2,2.9,1.6,39,vc_series_a_plus,4007000.0,160300.0,25.0,3.0,0,0,1,5.1,5.3,80,3.3,ran_out_of_cash,failed,0,1
STP036344,consumer_app,2014,1.3,6.7,5.7,0,2,9.8,1,4,7.3,1.7,27,vc_series_a_plus,27711000.0,1359900.0,20.4,3.9,1,1,0,5.2,5.6,57,3.1,outcompeted,failed,0,1
STP036345,tech_saas,2017,4.3,4.4,4.0,0,0,3.0,1,3,6.5,0.9,30,bootstrapped,1000.0,500.0,2.0,0.0,0,0,0,5.8,5.7,53,1.5,pricing_cost,failed,0,1
STP036346,marketplace,2019,6.2,7.1,4.6,0,1,0.6,1,1,0.5,10.0,28,angel,232000.0,8100.0,28.6,4.5,0,1,2,7.4,4.9,73,2.0,team_conflict,failed,0,1
STP036347,biotech,2015,8.4,4.4,4.9,0,0,3.8,1,2,2.5,8.1,49,angel,230000.0,9900.0,23.2,3.4,0,0,3,3.7,4.0,65,2.0,team_conflict,failed,0,1
STP036348,tech_saas,2017,3.7,2.0,6.6,0,0,4.6,1,1,7.6,3.2,43,vc_seed,1282000.0,74500.0,17.2,2.3,1,0,3,6.7,6.1,32,3.9,no_market_need,failed,0,1
STP036349,services,2010,6.5,5.2,5.1,0,0,12.4,1,2,5.5,5.2,33,vc_seed,2675000.0,92700.0,28.9,4.1,1,1,1,4.1,5.5,63,2.9,survived,still_operating,1,0
STP036350,food_bev,2008,7.7,6.8,8.7,0,1,7.3,1,4,4.5,1.8,27,bootstrapped,3000.0,500.0,6.0,7.7,1,0,0,5.6,5.5,60,4.6,no_market_need,failed,0,1
STP036351,tech_saas,2019,4.5,0.9,6.1,0,0,6.2,1,3,6.0,6.4,39,bootstrapped,27000.0,800.0,33.8,1.5,1,1,0,6.4,4.8,57,3.0,no_market_need,failed,0,1
STP036352,services,2021,2.9,1.5,4.6,0,0,9.5,0,3,3.8,6.6,41,angel,147000.0,8100.0,18.1,4.4,1,1,0,1.4,6.5,57,3.1,ran_out_of_cash,failed,0,1
STP036353,agriculture,2017,3.6,2.3,9.0,0,2,11.5,0,1,0.0,1.5,25,bootstrapped,6000.0,500.0,12.0,3.7,0,0,3,4.9,4.4,60,4.0,no_market_need,failed,0,1
STP036354,biotech,2017,2.2,6.5,7.5,0,0,5.1,1,1,6.8,2.5,36,bootstrapped,31000.0,1200.0,25.8,6.7,0,0,3,4.2,1.5,66,9.6,team_conflict,failed,1,1
STP036355,agriculture,2009,2.7,6.6,7.3,0,1,14.3,1,2,6.2,5.1,41,vc_series_a_plus,3895000.0,97900.0,39.8,4.0,0,1,1,4.3,1.6,46,4.5,no_market_need,failed,0,1
STP036356,fintech,2011,5.9,4.1,1.2,0,0,17.4,0,1,2.5,1.0,48,bootstrapped,48000.0,1600.0,30.0,5.1,0,1,1,4.4,5.7,54,7.1,no_market_need,failed,1,1
STP036357,consumer_app,2014,5.6,1.3,6.6,0,0,3.7,1,2,5.3,4.3,34,angel,319000.0,11200.0,28.5,2.8,0,1,1,2.9,5.9,48,1.0,no_market_need,failed,0,1
STP036358,tech_saas,2018,4.7,6.0,5.2,0,1,1.3,0,1,8.7,3.2,36,vc_series_a_plus,27520000.0,1576500.0,17.5,4.8,1,1,0,5.7,2.8,70,5.8,team_conflict,failed,1,1
STP036359,services,2019,1.9,2.8,8.6,0,0,1.7,1,3,5.1,1.9,33,vc_seed,1086000.0,30200.0,36.0,2.3,0,1,0,3.6,7.3,63,1.5,no_market_need,failed,0,1
STP036360,consumer_app,2016,7.9,3.8,4.9,0,0,0.1,1,4,10.0,4.4,41,bootstrapped,9000.0,500.0,18.0,3.7,0,0,1,6.2,5.9,72,6.3,survived,still_operating,1,0
STP036361,marketplace,2015,9.4,5.5,10.0,1,0,6.1,0,2,0.6,3.8,32,vc_series_a_plus,14441000.0,582800.0,24.8,6.6,0,1,1,6.3,5.5,96,9.3,survived,still_operating,1,0
STP036362,biotech,2021,6.1,5.7,8.9,1,0,4.3,1,1,4.3,7.4,26,bootstrapped,5000.0,500.0,10.0,3.5,0,1,1,8.3,6.7,74,5.9,survived,still_operating,1,0
STP036363,biotech,2017,0.7,5.0,8.7,0,0,2.2,1,4,5.0,5.3,23,angel,330000.0,16600.0,19.9,7.3,0,0,1,4.3,5.8,74,2.3,no_market_need,failed,0,1
STP036364,agriculture,2013,6.0,2.8,3.0,0,0,1.3,0,3,8.7,5.1,40,bootstrapped,10000.0,700.0,14.3,3.9,1,0,0,8.9,4.0,44,9.4,survived,still_operating,1,0
STP036365,ecommerce,2012,4.0,5.0,3.8,0,1,1.6,0,2,2.9,6.8,40,angel,44000.0,3200.0,13.8,3.7,0,0,2,1.8,6.0,73,2.7,no_market_need,failed,0,1
STP036366,biotech,2011,1.8,7.8,4.6,0,0,7.5,0,2,0.0,5.6,19,angel,260000.0,29000.0,9.0,4.1,1,1,0,4.3,7.2,56,3.0,ran_out_of_cash,failed,0,1
STP036367,hardware,2014,2.8,6.0,5.8,1,0,11.3,1,2,6.0,4.8,36,angel,221000.0,11400.0,19.4,2.9,0,1,1,6.5,5.3,60,0.5,team_conflict,failed,0,1
STP036368,consumer_app,2015,3.6,2.4,3.4,0,0,5.5,1,2,4.9,6.2,41,vc_seed,1145000.0,58300.0,19.6,7.7,0,0,0,6.1,6.5,66,5.4,survived,still_operating,1,0
STP036369,services,2020,8.1,7.7,6.9,0,1,5.5,0,3,3.8,9.3,22,bootstrapped,19000.0,1200.0,15.8,2.1,1,0,3,7.6,6.2,58,15.2,survived,still_operating,1,0
STP036370,services,2008,4.1,2.6,5.7,1,0,5.6,0,3,1.7,3.9,25,bootstrapped,9000.0,500.0,18.0,7.1,0,1,0,7.7,6.9,59,14.9,survived,still_operating,1,0
STP036371,services,2008,5.9,0.1,2.9,0,0,0.9,1,3,4.7,6.4,33,bootstrapped,25000.0,1800.0,13.9,2.8,1,0,1,8.0,6.8,76,13.4,survived,still_operating,1,0
STP036372,marketplace,2010,5.2,6.1,3.9,1,0,8.0,0,1,2.9,1.9,35,vc_seed,2675000.0,116700.0,22.9,6.4,0,1,0,3.4,4.6,62,4.5,no_market_need,failed,0,1
STP036373,biotech,2017,7.0,3.7,6.0,1,2,3.5,0,2,4.2,5.1,37,vc_seed,360000.0,13300.0,27.1,6.4,1,1,1,6.9,6.3,49,10.0,survived,still_operating,1,0
STP036374,healthtech,2010,2.7,3.6,1.8,0,0,5.7,0,3,2.4,1.4,34,bootstrapped,3000.0,500.0,6.0,3.5,1,1,1,4.4,6.2,67,1.9,ran_out_of_cash,failed,0,1
STP036375,services,2010,5.7,6.3,4.0,0,2,2.0,1,1,5.0,3.2,39,bootstrapped,35000.0,2400.0,14.6,4.4,1,0,2,4.7,3.1,73,14.7,survived,still_operating,1,0
STP036376,food_bev,2013,3.9,4.3,8.5,0,0,4.9,0,2,6.2,4.2,40,bootstrapped,12000.0,500.0,24.0,7.4,1,1,1,5.8,4.8,51,8.8,outcompeted,failed,1,1
STP036377,ecommerce,2008,9.9,3.8,2.4,0,0,4.4,1,3,2.0,5.8,41,bootstrapped,46000.0,2000.0,23.0,5.2,0,1,2,9.2,6.3,61,9.9,survived,still_operating,1,0
STP036378,healthtech,2020,6.1,6.5,9.4,1,1,1.7,1,4,8.8,9.1,26,vc_seed,1866000.0,90500.0,20.6,2.3,1,1,1,6.9,6.8,68,2.0,no_market_need,failed,0,1
STP036379,services,2015,3.2,3.7,1.6,1,1,5.5,0,2,6.8,7.3,41,bootstrapped,43000.0,2200.0,19.5,5.4,0,0,0,5.9,2.6,52,1.9,team_conflict,failed,0,1
STP036380,services,2019,3.6,5.7,2.0,0,0,2.0,0,1,4.4,5.5,35,angel,235000.0,17000.0,13.8,0.8,0,0,1,5.6,5.6,65,18.0,survived,still_operating,1,0
STP036381,food_bev,2017,3.3,6.7,0.1,1,1,4.6,0,3,2.2,3.2,35,vc_seed,4055000.0,115200.0,35.2,2.7,1,1,0,1.7,2.0,73,0.5,no_market_need,failed,0,1
STP036382,consumer_app,2009,3.6,4.5,5.2,0,1,1.6,1,3,5.4,7.4,48,bootstrapped,78000.0,3500.0,22.3,3.2,0,1,1,5.1,5.4,77,3.1,ran_out_of_cash,failed,0,1
STP036383,ecommerce,2013,5.2,7.9,4.8,0,2,4.0,1,4,6.1,2.7,45,bootstrapped,1000.0,500.0,2.0,1.8,0,1,0,4.6,3.2,71,6.8,survived,still_operating,1,0
STP036384,consumer_app,2021,4.7,6.6,7.7,0,0,2.5,0,4,5.2,6.6,29,angel,236000.0,8600.0,27.4,9.8,0,0,2,5.4,2.8,47,4.6,ran_out_of_cash,failed,0,1
STP036385,fintech,2018,6.5,5.9,4.9,0,1,2.9,0,3,5.1,3.0,21,vc_seed,697000.0,23700.0,29.4,6.3,0,0,1,2.6,3.3,46,8.7,survived,still_operating,1,0
STP036386,agriculture,2018,6.4,6.3,6.1,0,0,3.4,1,1,6.0,5.1,33,bootstrapped,20000.0,1300.0,15.4,9.1,1,1,1,3.0,3.1,78,13.2,survived,still_operating,1,0
STP036387,ecommerce,2020,6.4,3.5,5.7,1,0,2.2,1,2,4.5,6.5,40,bootstrapped,19000.0,800.0,23.8,0.0,0,0,3,4.4,3.0,48,6.2,no_market_need,failed,1,1
STP036388,marketplace,2016,6.1,5.3,4.2,0,0,3.7,1,3,3.6,6.9,31,vc_seed,3496000.0,106000.0,33.0,5.3,0,0,2,7.9,4.4,69,4.6,no_market_need,failed,0,1
STP036389,biotech,2010,4.9,5.2,7.3,0,1,1.0,0,2,5.9,6.6,31,bootstrapped,22000.0,2400.0,9.2,4.6,0,0,0,3.0,2.7,51,13.4,survived,still_operating,1,0
STP036390,food_bev,2013,2.2,0.8,6.2,0,3,11.1,0,2,6.7,6.0,41,bootstrapped,24000.0,1600.0,15.0,6.3,1,0,1,2.0,0.3,53,1.0,pricing_cost,failed,0,1
STP036391,services,2011,6.5,3.4,5.2,0,0,9.4,0,3,1.8,7.9,29,vc_seed,571000.0,23600.0,24.2,1.4,0,1,1,0.0,0.4,57,3.5,no_market_need,failed,0,1
STP036392,biotech,2020,6.1,5.5,3.5,0,0,1.3,1,2,4.8,3.7,41,vc_seed,1075000.0,73900.0,14.5,4.5,0,1,1,2.7,6.7,43,5.5,ran_out_of_cash,failed,1,1
STP036393,fintech,2011,4.3,7.8,3.7,0,1,2.1,0,4,1.8,5.6,25,bootstrapped,8000.0,800.0,10.0,4.7,1,1,1,8.2,9.7,66,1.5,no_market_need,failed,0,1
STP036394,agriculture,2017,4.6,7.2,5.9,1,2,3.9,0,2,8.5,2.1,40,bootstrapped,20000.0,900.0,22.2,5.9,1,1,1,4.0,4.3,70,6.9,no_market_need,failed,1,1
STP036395,marketplace,2017,2.2,7.4,5.3,0,0,4.2,0,2,5.1,3.4,49,vc_seed,1276000.0,59600.0,21.4,7.4,1,0,0,2.4,3.5,63,12.5,survived,still_operating,1,0
STP036396,agriculture,2008,5.2,2.3,3.2,1,0,4.6,1,1,5.1,3.9,35,bootstrapped,12000.0,900.0,13.3,3.5,0,0,1,8.2,1.1,61,18.0,survived,still_operating,1,0
STP036397,tech_saas,2008,4.3,5.8,4.9,0,0,8.2,0,3,1.0,6.7,39,vc_seed,796000.0,30300.0,26.3,4.3,1,1,1,6.5,5.0,41,3.5,outcompeted,failed,0,1
STP036398,ecommerce,2009,7.3,8.6,8.4,0,1,6.6,1,1,1.0,1.3,45,bootstrapped,55000.0,3900.0,14.1,5.3,1,0,1,6.8,4.0,72,15.5,survived,still_operating,1,0
STP036399,tech_saas,2018,5.3,5.3,7.6,1,1,1.7,0,4,4.9,4.6,40,bootstrapped,2000.0,500.0,4.0,5.2,0,0,2,4.0,4.7,53,1.6,ran_out_of_cash,failed,0,1
STP036400,ecommerce,2012,3.8,6.2,4.2,0,0,8.2,0,4,5.7,6.9,33,bootstrapped,51000.0,2600.0,19.6,2.1,0,1,1,8.4,4.8,55,13.2,survived,still_operating,1,0
STP036401,healthtech,2010,7.2,5.0,7.9,0,1,1.8,0,2,6.3,6.4,35,bootstrapped,19000.0,700.0,27.1,5.4,1,1,3,6.2,4.6,60,4.6,outcompeted,failed,0,1
STP036402,tech_saas,2021,5.3,7.7,4.6,1,0,1.4,1,1,2.9,1.7,36,angel,256000.0,10100.0,25.3,2.2,1,1,1,3.4,4.4,52,4.5,team_conflict,failed,0,1
STP036403,healthtech,2014,2.5,5.7,8.0,0,0,4.1,0,3,3.0,4.3,35,bootstrapped,14000.0,700.0,20.0,4.7,0,0,2,6.2,6.0,60,6.9,ran_out_of_cash,failed,1,1
STP036404,consumer_app,2012,5.5,7.2,7.9,0,0,7.4,1,2,7.9,5.0,23,angel,528000.0,29900.0,17.7,2.3,1,0,1,7.0,2.2,29,18.0,survived,still_operating,1,0
STP036405,marketplace,2018,4.8,5.4,3.7,0,0,7.4,0,1,4.2,2.5,22,vc_series_a_plus,13312000.0,646800.0,20.6,7.6,0,1,0,2.5,0.6,92,4.7,outcompeted,failed,0,1
STP036406,food_bev,2021,9.0,4.1,5.8,0,0,4.7,1,1,6.6,5.1,21,angel,55000.0,2400.0,22.9,1.7,0,0,2,3.4,2.0,59,0.3,no_market_need,failed,0,1
STP036407,tech_saas,2019,6.5,8.9,7.2,1,1,1.9,0,1,3.2,3.4,29,bootstrapped,5000.0,500.0,10.0,5.6,1,0,0,6.4,4.9,60,7.5,survived,still_operating,1,0
STP036408,biotech,2020,4.1,6.3,8.9,0,1,5.6,0,2,2.4,6.8,21,bootstrapped,112000.0,12200.0,9.2,2.6,1,1,0,9.1,5.2,40,4.7,survived,still_operating,1,0
STP036409,services,2012,6.8,8.1,6.0,0,0,0.6,1,2,2.8,8.5,49,bootstrapped,3000.0,500.0,6.0,1.3,1,1,1,10.0,5.8,82,2.5,no_market_need,failed,0,1
STP036410,fintech,2011,4.7,6.9,4.4,0,1,4.8,0,1,5.0,1.0,34,bootstrapped,9000.0,2200.0,4.1,8.0,0,0,1,4.0,5.3,58,4.1,ran_out_of_cash,failed,0,1
STP036411,food_bev,2020,6.7,7.4,5.9,0,0,5.6,1,3,5.5,5.4,30,bootstrapped,25000.0,1900.0,13.2,6.9,1,0,0,6.7,7.8,51,5.8,survived,acquired,1,0
STP036412,ecommerce,2019,4.4,2.8,6.6,0,0,3.5,0,2,5.7,5.3,45,angel,112000.0,7500.0,14.9,2.2,0,1,1,3.2,4.8,52,3.0,no_market_need,failed,0,1
STP036413,tech_saas,2009,3.2,2.7,5.0,0,0,5.2,1,1,3.9,4.1,45,bootstrapped,6000.0,500.0,12.0,1.6,0,1,1,7.8,8.8,48,2.0,survived,still_operating,1,0
STP036414,fintech,2016,7.8,5.7,4.4,1,1,2.6,1,1,4.4,7.0,34,vc_seed,1442000.0,61000.0,23.6,5.8,1,0,1,3.8,4.1,53,2.7,survived,still_operating,1,0
STP036415,hardware,2017,3.0,3.0,2.0,1,1,2.3,1,1,3.7,4.1,35,vc_seed,1813000.0,110800.0,16.4,1.3,0,1,1,8.4,7.9,60,1.7,no_market_need,failed,0,1
STP036416,tech_saas,2020,7.6,6.2,2.8,0,0,6.7,1,3,3.9,4.9,52,angel,55000.0,2600.0,21.2,6.5,0,1,2,3.2,7.9,47,11.0,survived,acquired,1,0
STP036417,tech_saas,2019,6.1,5.9,3.3,0,2,8.8,1,2,5.0,2.1,38,angel,321000.0,21100.0,15.2,7.6,1,0,0,4.3,5.9,68,6.6,no_market_need,failed,1,1
STP036418,biotech,2014,8.9,3.9,2.4,1,0,1.2,1,3,4.2,4.8,36,bootstrapped,15000.0,600.0,25.0,4.3,1,0,1,4.7,3.4,59,7.1,no_market_need,failed,1,1
STP036419,consumer_app,2015,6.9,4.5,6.4,0,1,2.4,0,3,5.6,4.1,38,vc_series_a_plus,13120000.0,897700.0,14.6,3.4,0,0,0,8.5,5.4,77,5.4,no_market_need,failed,1,1
STP036420,services,2015,5.3,5.5,6.5,1,1,1.5,0,1,2.4,5.7,31,bootstrapped,3000.0,500.0,6.0,3.3,0,1,0,6.6,2.9,57,4.3,ran_out_of_cash,failed,0,1
STP036421,tech_saas,2017,6.4,4.3,6.5,0,0,3.2,1,2,0.0,4.0,31,vc_seed,2618000.0,226400.0,11.6,1.6,1,1,0,3.6,9.6,61,8.2,no_market_need,failed,1,1
STP036422,services,2018,2.3,4.9,5.4,1,0,3.9,1,1,7.8,10.0,36,vc_seed,1167000.0,50600.0,23.1,4.8,1,0,0,5.9,5.9,54,6.4,team_conflict,failed,1,1
STP036423,hardware,2011,6.9,5.5,5.7,0,1,5.7,1,2,2.9,3.1,36,bootstrapped,35000.0,1200.0,29.2,6.7,1,1,0,5.6,5.8,70,3.6,ran_out_of_cash,failed,0,1
STP036424,healthtech,2017,2.0,9.8,8.1,1,0,5.5,0,2,2.8,4.3,22,bootstrapped,77000.0,2800.0,27.5,6.1,0,1,1,5.9,5.7,63,18.0,survived,acquired,1,0
STP036425,tech_saas,2016,4.9,4.6,4.3,1,0,3.2,1,3,2.5,7.0,25,bootstrapped,27000.0,1300.0,20.8,3.5,1,0,0,3.5,7.2,70,4.5,survived,still_operating,1,0
STP036426,tech_saas,2017,5.9,2.0,4.1,0,0,3.1,0,2,1.5,0.9,44,bootstrapped,42000.0,2100.0,20.0,4.1,1,1,3,10.0,4.6,44,3.0,ran_out_of_cash,failed,0,1
STP036427,hardware,2010,4.5,5.2,7.6,1,0,6.3,0,2,5.3,3.7,35,vc_seed,706000.0,29100.0,24.3,7.0,0,0,0,5.3,5.5,65,4.7,outcompeted,failed,0,1
STP036428,marketplace,2013,5.7,4.4,2.3,0,1,4.7,0,2,3.5,7.2,26,bootstrapped,3000.0,500.0,6.0,0.0,0,0,2,10.0,4.4,82,7.0,survived,still_operating,1,0
STP036429,hardware,2013,7.0,6.7,5.2,0,0,6.4,1,1,0.0,7.7,27,vc_seed,1753000.0,72800.0,24.1,4.6,0,0,2,4.1,4.2,54,2.4,no_market_need,failed,0,1
STP036430,consumer_app,2010,7.6,5.0,8.1,0,0,5.9,0,1,1.0,5.5,34,bootstrapped,11000.0,500.0,22.0,2.6,1,0,0,7.4,7.8,78,3.0,survived,still_operating,1,0
STP036431,services,2010,5.0,7.2,6.8,0,0,10.5,1,2,6.7,0.6,35,bootstrapped,15000.0,1000.0,15.0,3.4,0,1,1,6.6,7.9,56,0.5,no_market_need,failed,0,1
STP036432,tech_saas,2016,4.3,2.6,5.9,0,0,7.6,0,2,5.1,8.6,26,vc_series_a_plus,15608000.0,1152300.0,13.5,4.0,1,1,0,5.4,2.2,52,1.7,poor_marketing,failed,0,1
STP036433,services,2018,7.2,2.7,6.0,0,0,20.5,1,1,4.9,7.7,35,vc_series_a_plus,4813000.0,192400.0,25.0,4.8,1,0,1,1.3,6.1,68,13.6,survived,still_operating,1,0
STP036434,fintech,2019,3.2,7.7,8.8,1,0,2.0,1,3,9.1,6.3,42,vc_seed,1813000.0,96200.0,18.8,6.8,1,0,0,5.1,8.0,67,5.3,ran_out_of_cash,failed,1,1
STP036435,consumer_app,2013,3.8,4.0,4.5,1,0,2.7,0,4,4.7,2.6,43,angel,144000.0,5500.0,26.2,7.3,1,0,3,4.4,3.3,69,4.3,outcompeted,failed,0,1
STP036436,services,2018,6.5,5.0,4.5,0,0,6.6,1,2,4.9,8.8,39,bootstrapped,23000.0,700.0,32.9,3.3,0,0,1,6.8,3.7,39,0.8,no_market_need,failed,0,1
STP036437,services,2021,4.7,3.0,5.3,0,2,18.0,0,2,1.5,1.0,26,bootstrapped,45000.0,1600.0,28.1,1.8,0,0,2,8.1,2.2,54,2.1,no_market_need,failed,0,1
STP036438,healthtech,2015,4.9,1.5,5.1,0,1,5.5,0,2,5.8,7.6,21,vc_series_a_plus,9065000.0,421400.0,21.5,1.3,0,0,3,5.2,6.4,73,0.9,no_market_need,failed,0,1
STP036439,food_bev,2018,5.0,7.9,7.8,0,0,6.6,1,2,2.6,7.3,39,bootstrapped,6000.0,500.0,12.0,6.4,0,0,0,5.2,0.0,71,4.9,ran_out_of_cash,failed,0,1
STP036440,tech_saas,2013,6.6,1.9,5.8,0,0,3.3,1,1,4.0,3.5,31,bootstrapped,29000.0,1800.0,16.1,0.0,0,1,0,9.3,6.6,66,8.7,product_issues,failed,1,1
STP036441,consumer_app,2020,7.8,3.3,7.6,0,0,1.3,0,2,4.5,1.9,36,vc_series_a_plus,10238000.0,619700.0,16.5,4.9,0,0,3,0.2,6.9,55,3.2,no_market_need,failed,0,1
STP036442,fintech,2020,4.3,2.4,6.7,0,1,4.0,1,3,6.3,2.1,33,vc_series_a_plus,6597000.0,247400.0,26.7,0.5,0,0,0,1.9,8.3,48,4.2,no_market_need,failed,0,1
STP036443,marketplace,2014,5.4,7.9,3.8,0,0,1.9,1,4,1.1,5.4,37,bootstrapped,17000.0,1700.0,10.0,1.1,0,1,0,6.1,3.4,69,3.7,survived,still_operating,1,0
STP036444,fintech,2014,1.9,7.2,5.2,0,0,11.8,0,3,5.3,0.7,22,angel,439000.0,17800.0,24.7,6.0,0,1,3,5.1,0.0,55,1.6,team_conflict,failed,0,1
STP036445,ecommerce,2014,6.2,0.9,5.7,0,0,7.7,1,3,2.3,5.2,26,bootstrapped,2000.0,500.0,4.0,0.8,0,1,0,8.3,4.7,58,5.8,no_market_need,failed,1,1
STP036446,services,2021,2.9,6.5,4.6,1,0,4.7,1,4,3.9,2.5,33,vc_seed,538000.0,44800.0,12.0,3.3,0,0,1,2.0,4.8,67,3.1,team_conflict,failed,0,1
STP036447,agriculture,2017,2.6,3.0,4.5,0,1,4.9,0,1,4.2,2.1,50,angel,59000.0,2400.0,24.6,5.9,1,0,1,7.0,5.1,69,0.3,no_market_need,failed,0,1
STP036448,food_bev,2020,6.3,4.8,5.9,0,0,1.0,0,2,2.5,0.5,29,bootstrapped,5000.0,500.0,10.0,5.8,1,1,0,3.8,5.3,55,4.3,poor_marketing,failed,0,1
STP036449,agriculture,2013,3.8,2.0,1.9,0,0,4.4,0,2,0.0,1.2,37,bootstrapped,16000.0,1100.0,14.5,3.7,1,0,3,7.7,2.1,50,17.5,survived,still_operating,1,0
STP036450,consumer_app,2020,2.7,5.7,6.3,0,0,5.6,0,2,5.4,5.2,27,vc_seed,713000.0,78800.0,9.0,4.8,0,0,0,1.7,5.9,60,1.6,ran_out_of_cash,failed,0,1
STP036451,agriculture,2009,6.1,3.8,5.7,0,0,3.5,1,1,0.0,6.3,47,bootstrapped,2000.0,500.0,4.0,2.8,0,1,0,5.0,2.7,53,0.7,ran_out_of_cash,failed,0,1
STP036452,tech_saas,2015,1.4,3.0,4.2,0,0,3.5,0,2,5.4,0.0,32,vc_series_a_plus,12998000.0,520200.0,25.0,6.7,0,0,0,5.3,3.4,64,2.5,no_market_need,failed,0,1
STP036453,food_bev,2021,10.0,6.0,4.6,0,0,4.8,1,3,5.4,1.5,28,vc_seed,70000.0,4300.0,16.3,4.9,1,0,0,0.0,5.3,44,4.1,ran_out_of_cash,failed,0,1
STP036454,tech_saas,2019,7.0,3.3,4.5,0,1,4.1,1,3,4.0,7.6,30,angel,68000.0,4700.0,14.5,7.3,1,0,2,3.9,2.1,68,5.3,ran_out_of_cash,failed,1,1
STP036455,tech_saas,2012,4.4,2.2,5.6,0,2,9.2,1,2,3.4,3.5,28,bootstrapped,43000.0,3200.0,13.4,5.5,0,1,0,5.5,3.7,54,2.1,legal_regulatory,failed,0,1
STP036456,marketplace,2012,7.5,2.4,6.2,0,0,3.8,0,2,3.7,6.0,27,angel,160000.0,17500.0,9.1,5.9,1,1,1,6.6,3.7,51,2.8,ran_out_of_cash,failed,0,1
STP036457,biotech,2021,1.6,3.0,5.1,0,0,3.1,0,2,5.6,7.2,31,bootstrapped,20000.0,500.0,40.0,7.3,0,0,0,7.3,0.0,70,1.2,no_market_need,failed,0,1
STP036458,marketplace,2011,6.5,3.7,3.0,0,0,3.1,1,3,5.1,5.1,42,angel,255000.0,11100.0,23.0,0.8,1,0,3,9.0,7.5,50,3.5,no_market_need,failed,0,1
STP036459,food_bev,2010,3.6,4.3,4.7,0,0,4.8,1,2,6.8,4.9,40,bootstrapped,59000.0,5600.0,10.5,7.0,0,1,1,6.4,2.1,61,3.2,ran_out_of_cash,failed,0,1
STP036460,healthtech,2021,2.7,1.9,6.1,0,0,8.2,0,1,1.4,5.9,38,vc_series_a_plus,7652000.0,538500.0,14.2,0.0,1,0,0,7.0,2.8,58,5.4,pricing_cost,failed,1,1
STP036461,healthtech,2008,5.3,6.1,2.8,0,1,4.8,1,2,8.0,1.1,34,angel,52000.0,2600.0,20.0,2.7,0,1,3,0.8,6.0,53,0.6,pricing_cost,failed,0,1
STP036462,ecommerce,2015,4.0,7.0,1.6,0,0,5.1,1,3,3.2,6.9,39,vc_seed,2344000.0,164200.0,14.3,0.7,0,1,0,4.2,5.7,56,2.8,ran_out_of_cash,failed,0,1
STP036463,agriculture,2019,4.4,5.9,7.7,1,0,13.8,1,1,3.5,3.5,39,vc_seed,292000.0,14100.0,20.7,6.0,1,1,0,0.4,4.1,51,4.6,no_market_need,failed,0,1
